Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1990,-5.453181070159337,2.54807021734861,0.368527703623064,-0.628269465885147,-3.6656714825774115,-1.9880911721397163,-1.566426983330183,0.37085883692394944,-3.2527848491681937,-4.298911214920753,-1.8447787032727478,-4.274843171478413
1991,-0.25037209514652986,-4.650852620263727,0.4786218381500083,-1.1558540610279193,0.18716700647300935,-6.530587694568377,-6.274878568441385,-2.221873793786575,-2.354308588332645,-5.781759763589314,-0.7798928651627098,-1.3579582146460463
1992,-4.015658497312658,-0.9459555280059572,0.27775098719263697,-6.762324009750736,-3.754818380794114,-7.256583312557149,-1.1420755916654604,-2.969512472955009,-0.9550673592333915,-2.669547085944898,-1.9881703039724294,-0.15083095323319612
1993,-1.920311289291748,-3.500229374764829,-3.1885114767465255,-5.992073106828215,-0.8704402932547525,-4.467335415094749,-6.54072517384538,-5.633850359725598,-6.2170345783104874,-4.003141959434093,2.1432929046139955,-3.7366463577263755
1994,-3.888655613142926,0.26539228224160405,-3.834906080275244,-0.9855630376451866,-6.479661524198592,-2.3887544768485793,3.9581724158542895,1.8283803350736068,-11.769563744248124,-1.2239463923158576,-0.2695912856240859,2.807381039662292
1995,-0.3484360222403975,-4.275442208625681,-5.843645634191798,-0.7219254141222081,-11.159913088068283,-9.839982217930563,1.743293072660967,0.8450933720547286,-6.136835502200077,-0.036670872704668796,-5.014551861028014,-1.2183169522245352
1996,0.41877469641742593,-1.7053160730344046,-0.4475393027682554,-7.14517159993218,-6.397618560723901,-1.8812245473886604,-4.098807626533732,-3.8783671741677943,-3.7999207022912938,-2.8744450318445285,3.434020804870053,-5.794948679070867
1997,-4.005672028233823,4.454825047582942,-0.16483028270902722,-2.368363364257456,-6.256698137234805,-6.439084907818785,-0.8489089567565481,-2.3682696468500177,-5.708165765704991,-2.9040679925207824,-0.20181172567893893,-0.7199611907143283
1998,-0.6124198433147904,-3.4086047337731915,2.559325878853933,-0.7974469369566018,-1.3896180152221342,-9.15277192021813,-2.036139107951131,-1.4571358639244516,-7.10200555615519,-2.4791526951367007,-6.811541181055134,1.0299764789126846
1999,-0.18859857141426645,-7.0555172685154295,-0.7805416984397346,-5.837884560865631,-7.610820058473725,-7.714611700011038,-3.058526138848776,-3.8946707934891545,-0.9318353609895154,-1.8818981113198212,-1.7757477955946201,-0.9529676943973315
2000,1.3211667154067541,0.10238023988674652,-2.0829484612359517,-3.5655849008218627,-7.610586471870844,-6.0313959714461065,-6.40518677677431,-0.9769323518320534,-2.8360858079362514,3.9025708915696145,3.656255576417919,-0.825529679798232
2001,-3.4299646399972756,2.349814501611906,-4.073785085204229,-2.0828321817713564,-3.016178541375237,-4.041531083271115,-4.084934955282449,-5.800486819354908,-4.345096965421165,-0.6283369012253169,-4.961709095105218,1.248847961305582
2002,-2.549030519007727,-2.887632946212754,-2.5229831451562195,-0.27438227324970804,0.7692098392941207,-7.2826385057894205,-6.6989137955037865,-3.89542521533585,-5.076432174255434,-4.449815068054002,-7.076376870255833,-2.359271577380303
2003,-6.060554324596345,1.4920938793070995,-2.3411139726214545,-0.17278596940285865,-0.7900018626187119,-6.351817422549933,0.47906709534027403,-4.278940224298065,-1.9108168025879402,-5.432049924697871,3.79898083503754,0.058312666018624504
2004,-3.687672671275033,-0.8915568977847521,-6.074038587274926,-4.173904119525455,-3.40465148043837,-4.236123747834038,-0.8886509504044794,-3.225229066749431,-4.321793118743468,-2.3627437612640647,2.250733624880913,-2.8281047950759084
2005,-3.284573551910037,-0.84218749618175,-7.943873159950865,-3.3350416738917033,-1.4806445450375938,-5.627618627199568,-5.328518303639307,-4.837999126805133,-0.9231410899295688,-0.8412117983901097,0.1164466984522733,-4.7748164281964325
2006,-1.7000691307950953,-4.140078892114465,-4.623378279169214,-2.30155682039764,-0.2607012237311584,-9.312641611870351,-4.4524463540929915,-2.685921710234368,-5.973405047725424,-0.39491037375712773,-3.5795700260288834,-3.000393312301365
2007,-3.215975797464229,-1.8665886675836423,-2.8961035185910307,-8.605407144121303,-9.070088414171922,1.2253033589134796,-1.1830342047876756,-5.6967348263874,-2.0246834596029633,-1.8510259022013427,-0.5330212176454553,-4.461560533636832
2008,4.744161948848601,0.1500183767920923,-5.219765467496432,-2.4881831384887403,-9.859295273163367,-5.530479155027233,-2.384359372967226,-3.4848764127219503,-2.3729215810272537,-0.191047500941544,-3.612154012957875,-5.911676788565304
2009,-6.119010399856114,3.9516003279053074,-2.0767944733086923,-7.145898700721251,-3.1617983061057506,-12.280076829625798,-9.483784851618116,-1.6506788808114223,-4.040118617153776,-5.2358044974117615,-2.401040895388506,-4.9256726860034155
2010,-1.5492287950778272,-1.655228815482451,-3.002189749930746,-5.5188084589189605,-3.3865152184671703,-7.319706109089741,-7.962051045848628,-2.5677041242268017,-0.6099305797878564,-2.7040065991862616,-6.260361633293496,-5.177948873253346
2011,0.9936889047279795,-2.8917795485636684,-2.067122556597911,-8.599434443118643,-5.251778511599821,-4.955478643537589,-3.202038035381625,-3.5967196198903535,-2.690267243857237,-1.0409559919100835,3.2066185473800033,-3.4410167735984962
2012,1.7036727867022239,0.8064962289335827,0.765427002114311,-2.346378914106159,-4.988354564892751,-7.294883086696433,-3.7618355993052526,-3.770482185493835,-6.519732943891081,-0.9869742945812932,-2.1545109889801775,-4.091680705549633
2013,-0.27410464022209763,0.3212928790548765,-5.2182100220724035,-5.866168302226388,-2.048437057836515,-5.6078194031460304,-3.3229785466253565,-2.505046033103081,-0.47148058662076536,-2.0349380209044887,-3.120181079408671,-4.222640666775924
2014,-3.382097824274791,-2.520955765354632,-3.8006790879679184,-0.6982770369188517,-4.348450000632494,-7.851799778675514,-5.8916335840994,-5.969055698537633,-1.7516941737430967,-0.3759282281557988,-2.5196711843402975,-6.550028683322408
2015,0.416855907606738,-3.147263355372824,-4.096782892735026,-2.7000698004513857,-2.9370456084766574,-6.147123196029609,-2.0859557679878833,-5.612391865577601,-8.526412202724766,-1.3181250876931492,-1.7930159784266115,1.6174307155230785
2016,-1.1969415076014056,-6.792792230937503,-6.525593434679826,-1.0896594715992733,0.19442590920800004,-6.852262727936763,-3.6793966478145133,-7.431915791380665,-2.710100088856439,5.525663408261196,-1.5972869576107027,-3.848048201710257
