Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1979,-3.793428862300673,-1.325295414903439,-3.545332149673452,-6.569771987795741,5.437443846099182,-1.1235396510577456,-1.819519741416801,2.2139003010324743,0.4719902187050415,-3.901112976828553,-5.9430221597709485,-3.669291487936268
1980,-4.082385175884155,-2.954067381181203,-1.0987585021747994,-5.518917724107994,-2.2268474568555203,-0.2072928601832805,-2.160128079240685,-2.5011188202796792,0.3245386306877019,-1.598696154241603,-5.272923799216211,-5.662880390658248
1981,-1.3534512542690815,-3.072059903633221,-3.3880468591862876,-3.410140111065696,-3.330232752602771,3.008712102133252,2.5030655531849804,4.957236068251533,4.049586453955208,0.2723616987285302,-2.4173505112587166,-1.5982124465403513
1982,-1.4562051191040999,-0.7355417184285131,-1.0754580394775008,-4.202761088508575,0.011704019617048795,1.0495072726716421,0.11934486290645421,-2.209778247371424,3.459741847051282,1.1155946339539708,-3.1027328612679166,-5.620271393693055
1983,-4.810007387517749,-4.9882755342739165,-2.627905279597448,-4.347634774225309,1.6555001233083197,4.000724481872576,1.6934343897186106,-7.899976297758118,-1.5599641261600594,3.059430236375534,-2.07342831966167,-2.977130754313129
1984,-1.7460802412024206,3.837383045890014,-7.088111731551284,-0.38667701883362104,-2.673698736194822,-3.962027919513024,-1.1052971896197457,-12.61082643716308,1.1957749981408,1.2110665091134574,-2.150999395025106,-1.1174872811025245
1985,-3.513827431414327,-8.527718454679821,-4.891068077365115,-4.11667192884655,3.731372304176753,3.285366709266583,-6.5684734379612335,-2.688986963911367,0.4554595106236945,1.5205815337526,-4.607415331823097,-5.203917483507028
1986,-1.4810984407812136,-2.4214055183635814,-1.1079170822217659,-3.7214230327698594,6.001813160236414,1.420753725286151,-4.415116132349318,-3.6421359545834604,-2.765742618533887,-1.7757589357560437,-2.942593638987256,-1.5213791296920656
1987,-3.4047903541871327,-1.6000784012053557,-5.787862034274151,-0.5332663540161634,1.673364284844615,6.966634229442918,0.7565362319359407,-5.281032793787642,-1.2092631799692786,1.5956209364906608,-3.4015259954501937,-9.443646027552012
1988,-5.076732494796012,-3.0359615784160385,-2.295736645079035,-6.657911800752986,2.660183756559412,1.8087326103207253,-3.1970862795379174,-0.04434873292925631,-2.0583863898964463,7.591099801218545,-2.7827618001381373,-3.782846491582889
1989,-2.357383380161275,-0.011100328135625092,-3.3033521199138898,1.047389747824123,0.7516978979142189,6.888523960466378,4.349566207479062,3.2142685394741624,3.193263785633562,2.395003019458433,-2.9734862800813233,-4.578661399930727
1990,-6.345709531533187,-1.8986113526025101,-0.8508672365627716,-2.0928414428006556,-7.1127932150611946,-8.395822744740258,-2.2648126428814415,-3.540937779097136,-4.823868058381899,0.4423721016100679,-1.0169353414619215,-1.3112944222771763
1991,-2.9616841750524165,0.2498298026382916,-1.8673372052521673,-0.24925457153710137,1.9953848191723427,0.7179116303909826,0.41036515879930985,2.8041297405101573,-4.783663554643822,1.5126606278057637,-3.3352647000935476,-3.506451703847589
1992,-5.092357007319244,-5.09075759680149,-0.662121160883632,-2.5836111748285195,2.762853551089298,2.71019422954597,-1.6959733155962695,-4.5046704308179075,1.2868372193737958,-2.729916030101554,-7.472990440659782,-5.525766591880565
1993,-1.8915298328029697,-4.563435683125743,1.9203698493855015,-4.5088247755697255,0.06878777045565874,-0.26619718093023576,-1.2841375579472722,0.9042675207787715,-1.3036952982277732,-0.999868158991201,-4.313947892993321,-3.859437997677239
