"wpsh-9","wpsh-10","wpsh-11","wpsh-12","wpsh-1","wpsh-2","wpsh-3","wpsh-4","wpsh-5","iod-9","iod-10","iod-11","iod-12","iod-1","iod-2","iod-3","iod-4","iod-5","pdo-9","pdo-10","pdo-11","pdo-12","pdo-1","pdo-2","pdo-3","pdo-4","pdo-5","nin3-9","nin3-10","nin3-11","nin3-12","nin3-1","nin3-2","nin3-3","nin3-4","nin3-5","seu-9","seu-10","seu-11","seu-12","seu-1","seu-2","seu-3","seu-4","seu-5","nao-9","nao-10","nao-11","nao-12","nao-1","nao-2","nao-3","nao-4","nao-5","snao-9","snao-10","snao-11","snao-12","snao-1","snao-2","snao-3","snao-4","snao-5","scand-9","scand-10","scand-11","scand-12","scand-1","scand-2","scand-3","scand-4","scand-5","ao-9","ao-10","ao-11","ao-12","ao-1","ao-2","ao-3","ao-4","ao-5","eawr-9","eawr-10","eawr-11","eawr-12","eawr-1","eawr-2","eawr-3","eawr-4","eawr-5","peu-9","peu-10","peu-11","peu-12","peu-1","peu-2","peu-3","peu-4","peu-5","cgt-9","cgt-10","cgt-11","cgt-12","cgt-1","cgt-2","cgt-3","cgt-4","cgt-5","pstratu-9","pstratu-10","pstratu-11","pstratu-12","pstratu-1","pstratu-2","pstratu-3","pstratu-4","pstratu-5","mjopc1a-9","mjopc1a-10","mjopc1a-11","mjopc1a-12","mjopc1a-1","mjopc1a-2","mjopc1a-3","mjopc1a-4","mjopc1a-5","mjopc1b-9","mjopc1b-10","mjopc1b-11","mjopc1b-12","mjopc1b-1","mjopc1b-2","mjopc1b-3","mjopc1b-4","mjopc1b-5","amo-9","amo-10","amo-11","amo-12","amo-1","amo-2","amo-3","amo-4","amo-5"
"1991"," 14721.228000000"," 14879.006000000"," 14856.972000000"," 14967.431000000"," 14910.387000000"," 14902.855000000"," 14929.458000000"," 14862.468000000"," 14837.328000000","    -0.077000000","    -0.186000000","     0.029000000","     0.073000000","     0.131000000","    -0.017000000","     0.063000000","     0.364000000","     0.459000000","     0.312000000","    -0.391200000","    -1.186000000","    -1.650500000","    -1.327200000","    -0.585800000","    -0.560500000","    -0.828400000","    -0.889500000","     0.077091200","    -0.075143800","    -0.142338000","    -0.062944400","     0.203403000","     0.067300800","     0.033653300","    -0.038986200","     0.426262000","     0.575417000","     7.579746000","    18.074340000","    27.281740000","    28.606450000","    29.464620000","    24.470450000","    16.175550000","    10.052380000","    -0.990000000","    -0.590000000","    -1.480000000","     0.340000000","     1.870000000","    -0.020000000","    -1.370000000","     1.480000000","    -0.040000000","     0.676095100","    -1.056660000","    -0.184862200","     1.309001000","     0.885190000","     1.074780000","    -0.285034100","     0.442555500","     2.866833000","    -0.210000000","     1.220000000","    -0.080000000","    -0.150000000","     0.000000000","     1.720000000","     0.920000000","    -0.860000000","    -1.530000000","    -0.210000000","     0.660000000","     0.521000000","     1.277000000","     0.723000000","    -0.876000000","    -0.527000000","     0.530000000","     0.486000000","     0.330000000","     0.660000000","     1.240000000","    -0.630000000","     0.930000000","    -0.670000000","     0.300000000","    -1.280000000","    -0.810000000","    -2.210000000","     1.470000000","     0.480000000","     0.870000000","    -0.640000000","     0.580000000","    -0.230000000","     2.010000000","     0.230000000","121549.303672220","118091.610677562","117120.510043114","115151.475405058","114683.309659576","114369.032986380","115852.733526543","117004.890078074","118146.895784026","     8.375925986","    22.495934210","    38.063263575","    41.282405669","    31.092354359","    14.256356767","    14.845011250","    -3.565233816","    -5.758855274","    -0.572602591","    -0.149654940","    -0.299714301","    -0.834952222","     0.167329902","    -0.780483931","     0.480356716","    -1.156458054","    -0.054129066","    -0.608613827","    -0.274494525","     0.259272852","    -0.493424750","     0.068775899","    -0.149579922","     0.517801251","    -1.023704238","    -0.707875530","    -0.180000000","    -0.180000000","    -0.170000000","    -0.170000000","    -0.170000000","    -0.170000000","    -0.160000000","    -0.160000000","    -0.160000000"
"1992"," 14671.426000000"," 14672.322000000"," 14923.182000000"," 14999.156000000"," 15040.985000000"," 14909.206000000"," 15028.489000000"," 14807.529000000"," 14730.291000000","     0.205000000","     0.129000000","     0.164000000","     0.153000000","    -0.256000000","    -0.309000000","    -0.571000000","    -0.478000000","    -0.470000000","     0.344500000","     0.672300000","     0.661100000","    -0.026200000","     0.161600000","     0.408100000","     0.507100000","     0.890200000","     1.623800000","     0.073022800","     0.629868000","     1.014940000","     1.289540000","     1.419690000","     1.244560000","     1.222980000","     1.378720000","     1.430380000","     0.603251000","     7.233598000","    19.600430000","    26.953400000","    29.342090000","    27.703410000","    23.836920000","    16.037950000","     9.140561000","    -1.120000000","    -1.770000000","     1.680000000","     1.240000000","     0.640000000","     3.180000000","     1.660000000","     1.320000000","     0.790000000","    -0.372295200","     0.220335800","    -0.860148300","     2.221629000","     2.151141000","     0.713794200","     0.349140900","    -0.833399500","     1.118613000","    -1.370000000","     0.180000000","     0.020000000","     0.010000000","    -0.020000000","    -0.030000000","     0.410000000","     0.320000000","    -0.670000000","    -0.112000000","    -0.252000000","     0.285000000","     1.613000000","     0.550000000","     1.122000000","     0.984000000","    -0.521000000","     1.341000000","     0.480000000","    -0.860000000","    -0.690000000","     1.990000000","     2.490000000","     0.920000000","    -0.700000000","     0.770000000","     1.530000000","    -0.280000000","     0.950000000","     1.670000000","     1.740000000","     1.110000000","     0.450000000","     0.830000000","    -1.620000000","     1.810000000","120730.311747572","117980.394844329","116410.132806954","115549.177768975","114473.714860376","114562.064894114","114595.448828247","116831.298660853","117911.642362192","     8.622935208","    22.043895660","    32.851789602","    45.052808946","    23.858290857","    18.728900877","    10.941433649","    -2.879349552","    -7.148015176","     2.407571807","     0.070781272","     0.455947021","    -1.057933912","    -2.097604292","    -0.744029418","     2.856368838","     0.824436259","     1.330224445","     1.196639921","     0.149080942","     0.826862319","    -0.545139429","     1.387684238","    -0.255831548","     1.911417975","     0.774170563","    -0.709262961","    -0.150000000","    -0.150000000","    -0.150000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.140000000"
"1993"," 14591.350000000"," 14749.359000000"," 14901.317000000"," 15053.309000000"," 14928.121000000"," 14924.660000000"," 14867.226000000"," 14878.047000000"," 14816.702000000","    -0.727000000","    -0.467000000","    -0.276000000","    -0.247000000","    -0.131000000","     0.115000000","    -0.195000000","    -0.106000000","     0.053000000","     0.727700000","     1.136800000","     1.237800000","     0.443500000","    -0.002600000","     0.260200000","     0.669200000","     1.226400000","     1.924200000","    -0.387789000","    -0.351954000","    -0.303408000","    -0.287506000","    -0.036537200","     0.284431000","     0.397253000","     0.981674000","     1.107090000","     1.590270000","     8.403187000","    20.077710000","    27.777490000","    28.981010000","    27.471470000","    23.974730000","    16.084670000","     9.800255000","     0.990000000","    -3.330000000","     4.520000000","     0.210000000","     3.910000000","     0.110000000","     1.470000000","     0.830000000","    -2.590000000","    -0.077986640","    -0.086312300","    -0.340011500","     0.713329600","     0.298206800","     2.100709000","     1.113129000","    -0.329737700","    -0.780566500","     1.590000000","    -0.080000000","    -0.730000000","    -0.180000000","    -1.290000000","     0.060000000","    -0.100000000","     0.590000000","     1.490000000","    -0.640000000","    -0.366000000","     0.717000000","     1.627000000","     3.495000000","     0.184000000","     0.764000000","    -0.435000000","    -1.607000000","    -1.400000000","     1.530000000","     0.130000000","     0.360000000","     0.640000000","     1.830000000","     0.430000000","     0.390000000","    -0.870000000","    -1.400000000","     1.140000000","    -0.750000000","     0.960000000","     1.120000000","     1.270000000","     2.100000000","    -0.110000000","    -0.050000000","120459.835441970","118204.398733520","117479.419592806","115578.596711824","114619.347952608","115398.663544512","114995.956627868","117342.512212158","118667.556585142","     8.363675936","    18.449758068","    26.369807879","    41.003727575","    48.099621434","    28.943373067","    11.980627164","    -0.906240722","    -8.954668468","     1.897744090","     1.255264242","     1.245438647","    -0.537792039","     0.662812131","    -2.265108250","     0.191779545","     0.096115580","     0.121143029","     1.093021115","     0.949868724","     0.858819711","    -0.295794433","    -0.057162443","    -1.308509363","    -0.151010268","     0.412433832","    -0.455813190","    -0.150000000","    -0.150000000","    -0.150000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.140000000","    -0.130000000"
"1994"," 14782.777000000"," 14894.289000000"," 14953.255000000"," 14961.926000000"," 14847.340000000"," 14744.295000000"," 14937.520500000"," 14804.761000000"," 14725.745000000","    -0.064000000","     0.004000000","    -0.026000000","    -0.136000000","     0.090000000","    -0.066000000","     0.302000000","     0.426000000","     0.624000000","     1.351800000","     1.359400000","     1.063700000","     0.696600000","     1.093400000","     0.646900000","     0.642600000","     0.872900000","     0.868100000","     0.053812000","     0.195847000","     0.090881300","    -0.027864500","    -0.006317140","    -0.245399000","    -0.329357000","    -0.377275000","    -0.162868000","     1.622505000","    10.409520000","    24.131530000","    28.017930000","    27.545050000","    28.744400000","    24.220050000","    16.797950000","     9.963528000","    -2.600000000","    -4.130000000","     0.770000000","     2.170000000","     1.280000000","     0.070000000","     3.680000000","     1.380000000","    -1.430000000","    -0.040964660","     0.661950900","     3.047546000","    -1.344819000","    -1.262596000","     0.022061480","    -0.387812800","    -0.226341400","    -0.222535300","     1.180000000","     0.760000000","     1.900000000","    -0.040000000","    -0.240000000","     1.250000000","    -0.720000000","     0.400000000","     0.520000000","    -0.361000000","    -0.565000000","     1.002000000","    -0.104000000","    -0.288000000","    -0.862000000","     1.881000000","     0.225000000","    -0.115000000","     2.230000000","     0.990000000","     0.580000000","    -0.950000000","    -1.210000000","     1.140000000","    -1.770000000","    -0.820000000","     0.820000000","    -0.690000000","     0.540000000","     0.870000000","    -0.040000000","    -0.550000000","    -0.630000000","     0.330000000","    -0.820000000","     0.960000000","120704.704988477","117922.405287322","116495.275974409","116046.307435456","114825.061587010","114006.387677738","116104.367529662","116660.886420599","118643.721202327","     7.622946763","    15.773044279","    25.176219940","    25.018214626","    25.163299722","    35.761817932","    22.340015711","   -12.918719933","   -11.031377731","     0.075815933","    -1.155646249","     0.741969570","     0.894089085","     0.550299636","     2.357761942","    -1.346894312","    -0.071449397","     0.649774825","     0.126796180","    -0.725668178","     0.164455361","     0.555662882","    -0.033937356","     1.330650409","    -0.701944273","    -0.257563222","    -0.363434135","    -0.130000000","    -0.130000000","    -0.130000000","    -0.120000000","    -0.120000000","    -0.120000000","    -0.120000000","    -0.120000000","    -0.110000000"
"1995"," 14587.371000000"," 14795.541000000"," 15030.567000000"," 15031.906000000"," 14958.296000000"," 14870.478000000"," 14833.314000000"," 14898.436000000"," 14777.071000000","     0.635000000","     0.867000000","     0.410000000","     0.332000000","     0.205000000","     0.243000000","     0.050000000","    -0.146000000","    -0.172000000","    -0.919000000","    -0.764100000","    -1.635500000","    -1.886800000","    -0.497700000","     0.350700000","     0.795000000","     0.748600000","     0.950900000","    -0.023448900","     0.609516000","     0.832422000","     0.915554000","     0.865173000","     0.615961000","     0.085813500","    -0.179815000","    -0.484438000","     1.427182000","     7.304475000","    19.983500000","    26.940740000","    28.795760000","    26.273660000","    23.016440000","    18.535030000","    10.275590000","    -2.850000000","    -1.880000000","     1.680000000","     2.860000000","     2.700000000","     3.130000000","     1.060000000","    -1.810000000","    -0.360000000","    -0.725261700","    -0.903094900","    -0.031764750","    -0.293849900","    -0.928003800","    -1.444921000","    -0.610621300","     0.021349920","    -0.763359700","    -0.020000000","    -1.330000000","    -0.530000000","     1.350000000","    -0.090000000","    -2.080000000","    -0.320000000","    -0.980000000","    -0.350000000","    -0.084000000","     0.174000000","     1.779000000","     0.894000000","    -0.154000000","     1.429000000","     0.393000000","    -0.963000000","    -0.891000000","    -0.820000000","    -0.250000000","     2.170000000","     1.350000000","    -1.110000000","    -0.600000000","     0.560000000","    -1.180000000","    -0.820000000","     0.090000000","     1.010000000","     0.190000000","     1.430000000","     0.440000000","    -0.270000000","    -0.060000000","    -1.540000000","     0.160000000","119497.488727088","117703.691911042","117302.235851026","115095.364070462","115089.959504154","114885.553435490","115387.364194875","117229.736472341","118619.019372326","     9.625546249","    21.007358889","    27.587555504","    44.982018625","    32.034285145","    14.422140331","    20.466532203","    -1.626613361","    -9.478082488","     3.067544344","    -2.126092198","     2.248525247","     0.367301806","     0.345032850","     1.306798251","     0.107065157","     0.856308795","    -0.632670074","     1.575407589","    -1.542118979","     1.091790388","    -0.203314890","    -0.302431128","     0.758199616","    -0.009972002","     0.427612420","     0.092526260","    -0.110000000","    -0.100000000","    -0.100000000","    -0.100000000","    -0.100000000","    -0.090000000","    -0.090000000","    -0.090000000","    -0.090000000"
"1996"," 14741.642000000"," 14784.657000000"," 14868.615000000"," 14927.020500000"," 14832.877000000"," 14847.811000000"," 14828.276000000"," 14743.949000000"," 14734.423000000","    -0.074000000","    -0.207000000","    -0.171000000","     0.160000000","     0.045000000","     0.047000000","     0.015000000","    -0.293000000","    -0.186000000","     1.393500000","     0.655900000","     0.321000000","     0.771500000","     0.969600000","     0.950400000","     0.925300000","     1.503600000","     2.221900000","    -0.731478000","    -0.735834000","    -0.761559000","    -0.760645000","    -0.548527000","    -0.481098000","    -0.251337000","    -0.489075000","    -0.476578000","     2.260023000","     9.682759000","    20.941390000","    27.647420000","    29.461000000","    28.220030000","    25.649160000","    19.248030000","    10.579550000","    -1.550000000","     1.220000000","    -2.730000000","    -3.330000000","    -3.270000000","    -0.120000000","    -2.570000000","    -0.310000000","    -1.500000000","     0.096984270","    -0.951598700","     0.081716770","     0.316969900","     0.254141000","     0.434266600","     1.283820000","    -0.274605500","    -0.250441100","     0.220000000","     0.690000000","    -0.250000000","    -0.890000000","     2.860000000","    -0.220000000","     2.150000000","     1.240000000","     0.360000000","    -0.549000000","     0.075000000","    -0.723000000","    -2.127000000","    -1.200000000","     0.163000000","    -1.483000000","    -1.525000000","    -0.226000000","    -1.200000000","     0.540000000","     0.520000000","     0.690000000","    -0.470000000","    -1.290000000","    -1.230000000","     0.720000000","     0.010000000","     0.210000000","    -0.010000000","     0.720000000","     0.950000000","     0.630000000","     2.060000000","     1.210000000","    -1.530000000","     1.310000000","119769.921966914","118099.876110793","117097.465836789","114799.310974304","114253.331916123","114961.315587606","115464.203511324","117170.681526902","118206.782272139","     7.398331010","    21.912820324","    27.417025693","    40.547213524","    45.571021541","    39.839269375","    12.791082044","    -4.151284750","    -9.297215539","    -0.566815327","    -0.030441482","    -0.729777845","    -1.334257353","     0.985582640","     1.482179542","    -0.576237818","    -0.624533256","     0.316021447","    -0.120627581","    -0.163532647","    -0.582272363","    -1.347657502","    -0.360552112","     0.597951226","    -0.018526944","    -0.616345652","    -0.350089313","    -0.080000000","    -0.080000000","    -0.080000000","    -0.080000000","    -0.080000000","    -0.080000000","    -0.080000000","    -0.080000000","    -0.070000000"
"1997"," 14551.418000000"," 14852.433000000"," 14816.094000000"," 14831.590000000"," 14819.795000000"," 14824.980000000"," 14930.748000000"," 14871.314000000"," 14731.818000000","    -0.606000000","    -0.949000000","    -0.674000000","    -0.344000000","    -0.045000000","     0.159000000","     0.143000000","     0.129000000","     0.105000000","     0.637400000","     0.519800000","     0.466600000","     0.115900000","     0.555700000","     0.718800000","     0.687100000","     1.074700000","     1.989900000","    -0.363129000","    -0.401613000","    -0.502527000","    -0.827116000","    -0.675367000","    -0.349939000","     0.095012700","     0.345055000","     1.127690000","     2.532924000","    10.029300000","    20.439000000","    25.245450000","    29.140620000","    28.476340000","    23.171810000","    16.355570000","     9.061966000","    -2.230000000","    -0.070000000","    -0.050000000","    -4.700000000","    -1.950000000","     5.260000000","     2.090000000","    -0.970000000","    -1.350000000","     0.440243900","    -0.842160000","    -0.719474400","    -0.141361600","     0.956246800","    -0.347686300","     1.162567000","     0.843869600","    -0.596998000","     1.030000000","     0.400000000","     0.010000000","    -0.190000000","     0.070000000","    -0.870000000","    -1.330000000","    -2.440000000","    -0.660000000","    -1.140000000","     0.183000000","     0.136000000","    -1.721000000","    -0.457000000","     1.889000000","     1.091000000","     0.324000000","    -0.961000000","     1.470000000","     0.140000000","    -2.390000000","    -0.820000000","     1.680000000","     0.610000000","    -0.550000000","     1.520000000","     0.730000000","    -0.930000000","    -0.260000000","     0.470000000","    -0.990000000","     2.060000000","    -0.180000000","    -1.520000000","     0.910000000","    -0.540000000","120394.151783638","118119.549397923","116601.733846825","115874.208063593","114420.566622923","114924.517810934","115422.115922914","117130.522515474","118151.038030860","     8.407567135","    20.006581522","    14.011280203","    19.000168085","    41.503731881","    48.418256215","    45.519063519","    17.876534399","   -15.454363823","    -0.752460003","     1.223868892","     0.784308585","     1.596495042","     0.217231855","     1.759229450","     3.200224163","     0.980830530","     1.512539297","    -0.571112610","     0.696450052","     0.866048190","     0.787253899","    -0.075549785","     1.828304810","     1.975115834","     0.271567556","    -0.351188083","    -0.060000000","    -0.060000000","    -0.050000000","    -0.050000000","    -0.050000000","    -0.040000000","    -0.040000000","    -0.040000000","    -0.040000000"
"1998"," 14811.318000000"," 14982.814000000"," 15038.058000000"," 15035.527000000"," 15036.188000000"," 15064.107000000"," 15017.642000000"," 15057.081000000"," 14913.362000000","     0.877000000","     1.033000000","     1.402000000","     0.932000000","     0.590000000","     0.502000000","     0.045000000","     0.122000000","     0.219000000","     1.998000000","     1.902800000","     1.518400000","     0.954200000","     1.231200000","     1.652900000","     1.720700000","     0.745700000","     0.208500000","     2.828310000","     3.119500000","     3.218800000","     3.236560000","     3.073870000","     2.547220000","     2.080870000","     1.578100000","     1.311470000","     2.858572000","     9.096442000","    20.985840000","    27.428320000","    29.006440000","    28.356800000","    25.013950000","    18.646660000","    10.561330000","    -0.670000000","    -2.260000000","    -0.990000000","    -0.200000000","    -0.280000000","     2.440000000","     1.240000000","    -0.390000000","    -1.260000000","     0.579196000","    -0.751960000","    -1.510767000","    -0.436486200","    -0.924537900","     0.133262300","     0.846268400","    -1.605531000","     1.298144000","    -1.420000000","    -2.170000000","     1.420000000","     0.610000000","     0.590000000","    -0.560000000","    -0.050000000","     0.540000000","     0.250000000","     0.195000000","    -0.700000000","    -0.661000000","    -0.071000000","    -2.081000000","    -0.183000000","    -0.254000000","    -0.038000000","     0.429000000","     0.310000000","     1.300000000","     1.520000000","     0.260000000","     0.550000000","     2.720000000","    -1.110000000","     0.550000000","    -0.600000000","    -0.290000000","     0.290000000","     1.180000000","     1.620000000","    -1.750000000","     0.620000000","     0.050000000","    -0.070000000","     1.490000000","120515.542548873","118131.748254696","116104.576116332","114919.657787117","114177.721124520","114703.278137230","115728.522866771","117765.001072258","118790.453860114","     9.240571721","    21.855277584","    32.193390846","    22.145026853","    19.031830234","    19.465642282","    15.607134856","    -2.683282442","    -7.279590053","     3.439098395","    -3.141554006","     4.060152677","    -1.463631096","    -3.247157112","    -0.600308295","     3.247309304","     2.905570539","    -1.334643311","     2.383607054","    -2.123447576","     2.599289228","    -0.792297266","     2.230821830","    -1.175805389","     2.301168741","     1.712788463","     0.311325578","    -0.040000000","    -0.040000000","    -0.030000000","    -0.030000000","    -0.030000000","    -0.030000000","    -0.030000000","    -0.030000000","    -0.030000000"
"1999"," 14691.576000000"," 14854.124000000"," 14885.099000000"," 14947.504000000"," 14790.392000000"," 14911.129000000"," 14668.837000000"," 14727.151000000"," 14775.579000000","    -0.390000000","    -0.584000000","    -0.530000000","    -0.266000000","    -0.065000000","     0.042000000","     0.202000000","     0.073000000","    -0.106000000","    -0.937200000","    -1.372300000","    -0.382300000","    -0.522300000","    -0.275700000","    -0.650900000","    -0.525900000","    -1.096500000","    -1.451200000","    -0.481888000","    -0.739754000","    -0.712528000","    -1.011870000","    -0.925768000","    -0.709059000","    -0.320757000","    -0.563885000","    -0.526398000","     2.832280000","    11.714150000","    21.782740000","    27.326030000","    27.648750000","    27.538910000","    23.947380000","    16.978290000","     9.672427000","    -3.480000000","     1.340000000","     1.130000000","     1.950000000","     0.900000000","     1.800000000","    -0.720000000","     0.430000000","     1.030000000","    -2.265771000","    -0.972601000","     0.496940000","     0.325175000","    -0.576951000","     0.031124070","    -0.764789300","    -0.875857500","     0.388871300","     1.410000000","    -0.490000000","    -0.370000000","    -0.950000000","    -0.010000000","    -1.710000000","     1.680000000","    -0.250000000","    -1.280000000","    -1.050000000","     0.294000000","    -1.449000000","     1.353000000","     0.110000000","     0.482000000","    -1.492000000","     0.284000000","     0.226000000","     0.540000000","    -0.530000000","    -0.220000000","    -0.670000000","    -0.890000000","    -0.570000000","     1.390000000","     0.420000000","     1.660000000","    -0.140000000","    -1.180000000","    -3.440000000","    -0.490000000","    -0.470000000","     0.110000000","    -1.350000000","     0.290000000","    -1.600000000","120729.108770674","118893.265427910","117475.463361462","117182.467268611","115082.294607467","115409.747629783","115426.080218671","117155.725587412","119095.600626922","     7.129023115","    17.878631346","    24.026405144","     9.998057853","    22.522365632","    26.134300673","    -5.081901877","     2.944789328","    -5.632625443","    -1.978132246","     1.781302191","    -0.596890436","    -0.174595388","     0.469234981","    -0.728221508","    -1.990032367","    -1.568334193","    -0.537402525","    -0.846949598","     1.192430580","     0.001045472","     0.122192623","     0.009605262","    -0.617147705","    -1.064771456","    -0.739374744","     0.203451314","    -0.010000000","    -0.010000000","     0.000000000","     0.000000000","     0.010000000","     0.010000000","     0.010000000","     0.020000000","     0.020000000"
"2000"," 14743.435000000"," 14906.408000000"," 14830.703000000"," 14934.811000000"," 14867.069000000"," 14767.562000000"," 14802.537000000"," 14759.081000000"," 14654.182000000","     0.056000000","    -0.030000000","     0.007000000","    -0.079000000","    -0.060000000","     0.071000000","     0.240000000","     0.217000000","     0.192000000","    -1.552800000","    -1.772300000","    -1.687800000","    -1.321600000","    -1.535800000","    -0.714500000","    -0.217200000","    -0.079300000","    -0.162200000","    -0.968258000","    -1.168910000","    -1.437360000","    -1.487300000","    -1.678380000","    -1.098720000","    -0.779356000","    -0.228916000","    -0.438608000","     1.488093000","     9.764831000","    22.094180000","    27.634390000","    30.356140000","    28.784160000","    25.056470000","    16.866880000","     9.609807000","    -0.510000000","    -0.690000000","     0.300000000","     2.130000000","     0.350000000","     4.370000000","     0.540000000","    -3.340000000","     0.310000000","    -1.768992000","    -0.412347100","     1.532197000","    -1.113698000","     1.146629000","     0.235408100","     0.481530300","    -0.977855900","     0.517258500","     1.240000000","     0.810000000","    -0.390000000","    -0.340000000","    -1.020000000","    -1.160000000","    -0.920000000","     0.340000000","     0.270000000","     0.059000000","    -0.006000000","     0.611000000","     1.043000000","     1.270000000","     1.076000000","    -0.451000000","    -0.279000000","     0.969000000","    -0.500000000","    -0.610000000","    -0.430000000","    -0.930000000","     0.650000000","     0.100000000","    -1.130000000","    -0.950000000","     0.960000000","    -0.030000000","    -0.080000000","    -1.060000000","     0.410000000","    -0.180000000","    -1.550000000","    -1.520000000","    -0.290000000","    -0.240000000","120711.872556554","118426.773522101","116251.723972094","116884.657535866","115203.057947939","114851.863011781","115375.482827304","117643.212417438","119713.049056469","     8.000631865","    18.566890747","    29.902324295","    43.378785779","    51.331444894","    34.340189112","    13.080535351","    -4.433567192","    -8.291594967","    -0.602554364","     3.404946173","     0.293390927","    -0.594216313","     0.973966864","     2.544476998","    -0.725831553","    -0.965339773","     0.438946868","     0.289030157","     2.021344602","     0.329795565","    -0.391226089","    -0.268083530","     1.282194524","    -0.512257418","    -0.627336995","     0.105561836","     0.030000000","     0.030000000","     0.040000000","     0.040000000","     0.040000000","     0.040000000","     0.040000000","     0.040000000","     0.050000000"
"2001"," 14642.479500000"," 14802.498000000"," 14894.376000000"," 14840.395000000"," 14806.093000000"," 14793.634000000"," 14783.963000000"," 14788.181000000"," 14701.017000000","     0.010000000","     0.017000000","    -0.183000000","    -0.178000000","    -0.366000000","     0.063000000","     0.090000000","     0.212000000","     0.217000000","    -0.897600000","    -0.670200000","    -0.481600000","     0.215400000","     0.665800000","     0.321000000","     0.092300000","    -0.628300000","    -0.373300000","    -0.337278000","    -0.484133000","    -0.727787000","    -0.738115000","    -0.673906000","    -0.357140000","    -0.058847400","     0.032714800","    -0.251629000","     2.011920000","    10.242800000","    20.830160000","    26.449630000","    28.958130000","    27.819330000","    24.392880000","    16.524300000","     8.543072000","    -1.100000000","     1.370000000","    -0.240000000","    -1.410000000","     0.020000000","     0.070000000","    -0.680000000","     1.240000000","    -0.090000000","     0.336076200","    -0.446286200","    -2.252118000","    -2.067092000","    -0.381743300","     0.383347800","    -2.340122000","    -0.173131300","     0.620431600","     1.420000000","     1.070000000","     1.910000000","     0.940000000","     1.450000000","    -0.070000000","    -0.530000000","    -0.520000000","    -0.730000000","     0.395000000","     0.317000000","    -1.581000000","    -2.354000000","    -0.959000000","    -0.622000000","    -1.687000000","     0.906000000","     0.452000000","     1.190000000","    -1.450000000","    -0.900000000","    -0.770000000","    -0.850000000","     0.120000000","    -0.350000000","    -0.590000000","     1.480000000","     0.250000000","    -0.640000000","     0.420000000","    -1.170000000","    -0.550000000","    -1.280000000","    -0.550000000","     1.210000000","    -0.120000000","120453.792899354","118409.515776426","116231.233878571","115738.018905721","114808.688136866","114824.578270162","115841.963265952","117559.323847922","119592.946734511","     9.788835629","    19.424776016","    15.851458248","    15.319056911","    32.229379531","     0.855687061","    10.504849965","    12.722057947","    -2.412329767","     0.077539306","     1.962042623","    -0.552704859","    -0.037126709","     3.105472358","     1.255528106","    -0.367736605","    -0.408701581","     0.978043878","     0.464929655","     1.419397808","    -0.519996513","    -0.268851086","    -1.373159393","     1.066807944","    -0.081931474","    -0.523369747","    -0.176373317","     0.050000000","     0.050000000","     0.050000000","     0.060000000","     0.060000000","     0.060000000","     0.060000000","     0.060000000","     0.060000000"
"2002"," 14635.332000000"," 14836.617000000"," 14842.527000000"," 15031.992000000"," 14931.726000000"," 14964.274000000"," 14877.850000000"," 14826.171000000"," 14717.737000000","    -0.117000000","    -0.291000000","    -0.122000000","     0.019000000","    -0.077000000","    -0.018000000","     0.108000000","    -0.277000000","    -0.249000000","    -1.338700000","    -1.173300000","    -0.704600000","    -0.781200000","    -0.193000000","    -0.802300000","    -0.625100000","    -0.640000000","    -1.025400000","    -0.711329000","    -0.550182000","    -0.605028000","    -0.662155000","    -0.458696000","    -0.159229000","     0.242823000","     0.124004000","     0.207722000","     2.458246000","    11.036650000","    19.150360000","    28.646070000","    29.740260000","    25.913380000","    21.182770000","    16.914260000","     9.489205000","    -3.830000000","     0.880000000","     0.010000000","    -2.250000000","     2.310000000","     3.010000000","     0.090000000","     0.910000000","    -0.050000000","    -0.237787600","    -0.981011700","     1.819012000","     1.277317000","    -0.101492200","    -1.269012000","     0.046555340","     0.663998000","    -0.735675200","     0.450000000","     1.320000000","    -2.060000000","     0.680000000","    -0.700000000","    -1.610000000","    -0.390000000","     0.940000000","     1.300000000","    -0.707000000","     0.707000000","     0.819000000","    -1.322000000","     1.381000000","     1.304000000","     0.902000000","     0.748000000","     0.401000000","    -1.080000000","     0.540000000","    -0.670000000","     0.460000000","     0.700000000","    -0.560000000","     0.390000000","    -0.380000000","     0.520000000","    -0.690000000","     0.730000000","     0.310000000","     0.600000000","     0.150000000","     0.370000000","    -1.070000000","     0.950000000","     0.210000000","119839.364571108","118600.658367346","116916.506238513","115901.464018785","115153.895740451","114864.276788742","116361.848380095","117298.230353554","118887.464487193","     6.040481416","    20.754814117","    27.550611051","    22.051093307","    11.688584220","    11.943482084","    12.685076068","     8.570525527","    -6.651429233","    -0.502267765","     0.543545104","    -1.485279821","    -0.446256896","     0.583317221","    -0.785093607","    -0.286021564","     1.585631259","     1.011116951","    -0.084615367","     0.358546694","    -0.780280146","    -1.200476421","    -0.083622747","    -0.281753594","    -0.056624076","     0.549304768","     0.004101149","     0.080000000","     0.080000000","     0.080000000","     0.080000000","     0.090000000","     0.090000000","     0.090000000","     0.090000000","     0.090000000"
